input_text,target_text
compound: project coordinator,objective
compound: service coordinator,objective
compound: policy coordinator,objective
compound: table setting,objective
compound: safety advocate,objective
compound: free market advocate,objective
compound: storage research,objective
compound: options research,objective
compound: superconductor research,objective
compound: fixed income research,objective
compound: hdtv research,objective
compound: alarm monitoring,objective
compound: virus monitoring,objective
compound: student examination,objective
compound: sales tracking,objective
compound: media censorship,objective
compound: press censorship,objective
compound: browser user,objective
compound: computer user,objective
compound: brand user,objective
compound: bike user,objective
compound: capacity utilisation,objective
compound: limousine driver,objective
compound: car driver,objective
compound: lorry driver,objective
compound: truck driver,objective
compound: taxi driver,objective
compound: exhibition opener,objective
compound: playoff opener,objective
compound: computer programming,objective
compound: policy formulation,objective
compound: store opening,objective
compound: aerospace manufacturer,objective
compound: apparel manufacturer,objective
compound: appliance manufacturer,objective
compound: asbestos manufacturer,objective
compound: automobile manufacturer,objective
compound: car manufacturer,objective
compound: chip manufacturer,objective
compound: cigarette manufacturer,objective
compound: component manufacturer,objective
compound: computer manufacturer,objective
compound: drug manufacturer,objective
compound: electronics manufacturer,objective
compound: engine manufacturer,objective
compound: equipment manufacturer,objective
compound: food manufacturer,objective
compound: furniture manufacturer,objective
compound: goods manufacturer,objective
compound: software manufacturer,objective
compound: tobacco manufacturer,objective
compound: truck manufacturer,objective
compound: vehicle manufacturer,objective
compound: housing developer,objective
compound: property developer,objective
compound: real estate developer,objective
compound: software developer,objective
compound: apparel retailer,objective
compound: computer retailer,objective
compound: electronics retailer,objective
compound: food retailer,objective
compound: furniture retailer,objective
compound: goods retailer,objective
compound: drug distributor,objective
compound: food distributor,objective
compound: car salesman,objective
compound: car marketer,objective
compound: component supplier,objective
compound: equipment supplier,objective
compound: gas supplier,objective
compound: oil supplier,objective
compound: software supplier,objective
compound: water supplier,objective
compound: bourbon exporter,objective
compound: oil exporter,objective
compound: drug wholesaler,objective
compound: food wholesaler,objective
compound: cable provider,objective
compound: childcare provider,objective
compound: health provider,objective
compound: service provider,objective
compound: cookbook author,objective
compound: employment creation,objective
compound: computer manufacturing,objective
compound: aid delivery,objective
compound: food delivery,objective
compound: gas delivery,objective
compound: oil delivery,objective
compound: service delivery,objective
compound: hostage release,objective
compound: dollar selling,objective
compound: fund selling,objective
compound: aid payment,objective
compound: alimony payment,objective
compound: car payment,objective
compound: debt payment,objective
compound: dividend payment,objective
compound: interest payment,objective
compound: loan payment,objective
compound: ransom payment,objective
compound: settlement payment,objective
compound: tuition payment,objective
compound: cash contribution,objective
compound: money contribution,objective
compound: cash distribution,objective
compound: cash infusion,objective
compound: food preparation,objective
compound: cash generation,objective
compound: power generation,objective
compound: worm raising,objective
compound: book publishing,objective
compound: child rearing,objective
compound: book writing,objective
compound: defense planning,objective
compound: project planning,objective
compound: war planning,objective
compound: service disruption,objective
compound: supply disruption,objective
compound: tattoo fancier,objective
compound: apple storage,objective
compound: ancestor admiration,objective
compound: crowd pleaser,objective
compound: bra salesman,objective
compound: canvas salesman,objective
compound: fireplace salesman,objective
compound: handbag salesman,objective
compound: umbrella salesman,objective
compound: toupee salesman,objective
compound: banana farmer,objective
compound: catfish farmer,objective
compound: cattle farmer,objective
compound: coca farmer,objective
compound: cotton farmer,objective
compound: hog farmer,objective
compound: soybean farmer,objective
compound: tobacco farmer,objective
compound: wheat farmer,objective
compound: water flowing,objective
compound: cattle drive,objective
compound: jury instruction,objective
compound: refugee overflow,objective
compound: commodity circulation,objective
compound: blood circulation,objective
compound: home seller,objective
compound: tax loss seller,objective
compound: cookie cutter,objective
compound: fishing ban,objective
compound: weapon ban,objective
compound: import ban,objective
compound: ephedra ban,objective
compound: peanut ban,objective
compound: poker ban,objective
compound: spending limit,objective
compound: height limit,objective
compound: age limit,objective
compound: borrowing limit,objective
compound: trading limit,objective
compound: child prostitution,objective
compound: data storage,objective
compound: transportation funding,objective
compound: research funding,objective
compound: takeover financier,objective
compound: favorability rating,objective
compound: support rating,objective
compound: bond rating,objective
compound: investment rating,objective
compound: sobriety test,objective
compound: writing test,objective
compound: blood test,objective
compound: literacy test,objective
compound: treadmill test,objective
compound: pregnancy test,objective
compound: cancer study,objective
compound: drug testing,objective
compound: opinion poll,objective
compound: settlement watchdog,objective
compound: body search,objective
compound: highway aid,objective
compound: aid funding,objective
compound: drug funding,objective
compound: art funding,objective
compound: tuition reimbursement,objective
compound: cooking demonstration,objective
compound: car demand,objective
compound: dollar demand,objective
compound: import demand,objective
compound: investment demand,objective
compound: loan demand,objective
compound: oil demand,objective
compound: pay demand,objective
compound: press demand,objective
compound: cash need,objective
compound: food need,objective
compound: oil need,objective
compound: water need,objective
compound: activation order,objective
compound: closure order,objective
compound: deportation order,objective
compound: repurchase order,objective
compound: selling order,objective
compound: stop-loss order,objective
compound: aerospace order,objective
compound: defense order,objective
compound: engine order,objective
compound: equipment order,objective
compound: goods order,objective
compound: security assurance,objective
compound: furniture exhibition,objective
compound: health exhibition,objective
compound: propaganda exhibition,objective
compound: stamp exhibition,objective
compound: book exhibition,objective
compound: car exhibition,objective
compound: cocoa exhibition,objective
compound: battalion commander,objective
compound: battery commander,objective
compound: military commander,objective
compound: opposition commander,objective
compound: squadron commander,objective
compound: troop commander,objective
compound: unit commander,objective
compound: customer support,objective
compound: community service,objective
compound: customer service,objective
compound: outpatient service,objective
compound: passenger service,objective
compound: student service,objective
compound: outpatient treatment,objective
compound: child neglect,objective
compound: software engineering,objective
compound: system engineering,objective
compound: chip design,objective
compound: computer design,objective
compound: furniture design,objective
compound: garden design,objective
compound: reactor design,objective
compound: security lapse,objective
compound: memory lapse,objective
compound: child death,objective
compound: police corruption,objective
compound: government corruption,objective
compound: work assignment,objective
compound: homework assignment,objective
compound: delegate selection,objective
compound: sex selection,objective
compound: jury selection,objective
compound: site selection,objective
compound: minority representation,objective
compound: car ride,objective
compound: bike ride,objective
compound: taxi ride,objective
compound: merger announcement,objective
compound: printer announcement,objective
compound: small business supplier,objective
compound: inflation gauge,objective
compound: brand switching,objective
compound: aid plan,objective
compound: drug plan,objective
compound: health plan,objective
compound: lesson plan,objective
compound: relief plan,objective
compound: world index,objective
compound: employment index,objective
compound: enterprise index,objective
compound: value index,objective
compound: confidence index,objective
compound: banking index,objective
compound: cash index,objective
compound: section index,objective
compound: art index,objective
compound: future index,objective
compound: commodity index,objective
compound: inflation index,objective
compound: service index,objective
compound: quotation mark,objective
compound: cop show,objective
compound: cooking show,objective
compound: sports show,objective
compound: award show,objective
compound: freak show,objective
compound: flower show,objective
compound: art show,objective
compound: car show,objective
compound: talent show,objective
compound: horse show,objective
compound: sex symbol,objective
compound: status symbol,objective
compound: danger signal,objective
compound: policy recommendation,objective
compound: asbestos claim,objective
compound: discrimination claim,objective
compound: health claim,objective
compound: injury claim,objective
compound: property claim,objective
compound: reimbursement claim,objective
compound: unemployment claim,objective
compound: city government,objective
compound: world government,objective
compound: party government,objective
compound: housing lender,objective
compound: chicken demand,objective
compound: administration plan,objective
compound: buying plan,objective
compound: buyout plan,objective
compound: cleanup plan,objective
compound: defense plan,objective
compound: distribution plan,objective
compound: expansion plan,objective
compound: funeral plan,objective
compound: implementation plan,objective
compound: investment plan,objective
compound: merger plan,objective
compound: modernization plan,objective
compound: pay plan,objective
compound: payment plan,objective
compound: pricing plan,objective
compound: privatization plan,objective
compound: protection plan,objective
compound: recovery plan,objective
compound: reduction plan,objective
compound: reform plan,objective
compound: repurchase plan,objective
compound: rescue plan,objective
compound: service plan,objective
compound: settlement plan,objective
compound: spending plan,objective
compound: takeover plan,objective
compound: transportation plan,objective
compound: treatment plan,objective
compound: withdrawal plan,objective
compound: work plan,objective
compound: vacation plan,objective
compound: security plan,objective
compound: gunshot wound,causal
compound: puncture wound,causal
compound: stress fracture,causal
compound: weather stress,causal
compound: birthing pains,causal
compound: crush fracture,causal
compound: impact fracture,causal
compound: computer revolution,causal
compound: gas explosion,causal
compound: panic selling,causal
compound: panic buying,causal
compound: hate crime,causal
compound: debt burden,causal
compound: interest burden,causal
compound: coca leaf,loc_part_whole
compound: maple leaf,loc_part_whole
compound: tobacco leaf,loc_part_whole
compound: body blow,other
compound: scam artist,purpose
compound: broadcast booth,purpose
compound: oversight subcommittee,purpose
compound: death camp,purpose
compound: funeral ceremony,purpose
compound: art community,purpose
compound: protest demonstration,purpose
compound: defense establishment,purpose
compound: party fund,purpose
compound: sports hall,purpose
compound: leisure item,purpose
compound: defense lawyer,purpose
compound: import license,purpose
compound: seat license,purpose
compound: media outlet,purpose
compound: retail outlet,purpose
compound: pay package,purpose
compound: sales people,purpose
compound: circus performer,purpose
compound: concert pianist,purpose
compound: reform programme,purpose
compound: cleanup project,purpose
compound: reform project,purpose
compound: transport project,purpose
compound: discount retailer,purpose
compound: home retailer,purpose
compound: backup role,purpose
compound: backup plan,purpose
compound: backup guard,purpose
compound: backup car,purpose
compound: backup catcher,purpose
compound: pawn shop,purpose
compound: sales staff,purpose
compound: art supply,purpose
compound: cable tv system,purpose
compound: securities system,purpose
compound: project team,purpose
compound: sports vehicle,purpose
compound: prayer vigil,purpose
compound: veto power,purpose
compound: featherweight champion,attribute
compound: boy recruit,attribute
compound: assistant commissioner,attribute
compound: assistant secretary,attribute
compound: celebrity chef,attribute
compound: celebrity guest,attribute
compound: celebrity kid,attribute
compound: child star,attribute
compound: child victim,attribute
compound: christian commander,attribute
compound: christian fundamentalist,attribute
compound: christian gunner,attribute
compound: christian missionary,attribute
compound: comrade commander,attribute
compound: graduate student,attribute
compound: insider trader,attribute
compound: rebel artillerist,attribute
compound: refugee child,attribute
compound: rookie guard,attribute
compound: rookie pitcher,attribute
compound: undergraduate student,attribute
compound: star attraction,attribute
compound: star center,attribute
compound: star forward,attribute
compound: star guard,attribute
compound: star performer,attribute
compound: star receiver,attribute
compound: star striker,attribute
compound: student protester,attribute
compound: student representative,attribute
compound: student teacher,attribute
compound: non-member trader,attribute
compound: whiz kid,attribute
compound: woman artist,attribute
compound: woman driver,attribute
compound: woman executive,attribute
compound: woman officer,attribute
compound: woman priest,attribute
compound: woman student,attribute
compound: lead author,attribute
compound: lead investigator,attribute
compound: lead lawyer,attribute
compound: lead midway,attribute
compound: lead researcher,attribute
compound: lead role,attribute
compound: shrimp ban,other
compound: seniority system,other
compound: installment loan,other
compound: apartheid system,other
compound: percentage terms,other
compound: army service,other
compound: roll call vote,other
compound: arbitrage buying,other
compound: arbitrage selling,other
compound: arbitrage trading,other
compound: arbitrage trader,other
compound: dollar value,other
compound: oil platform,purpose
compound: fuel depot,purpose
compound: oil depot,purpose
compound: supply depot,purpose
compound: aid programme,purpose
compound: aid project,purpose
compound: airport project,purpose
compound: book project,purpose
compound: bridge project,purpose
compound: car project,purpose
compound: condominium project,purpose
compound: dam project,purpose
compound: gas project,purpose
compound: highway project,purpose
compound: hotel project,purpose
compound: hydropower project,purpose
compound: movie project,purpose
compound: oil project,purpose
compound: pipeline project,purpose
compound: broadband service,purpose
compound: broadcast service,purpose
compound: cable service,purpose
compound: communication service,purpose
compound: diaper service,purpose
compound: food service,purpose
compound: multimedia service,purpose
compound: support service,purpose
compound: telecom service,purpose
compound: telecommunications service,purpose
compound: tourism service,purpose
compound: transport service,purpose
compound: relief assistance,purpose
compound: entertainment event,purpose
compound: afforestation project,purpose
compound: cogeneration project,purpose
compound: communication project,purpose
compound: demonstration project,purpose
compound: employment project,purpose
compound: engineering project,purpose
compound: expansion project,purpose
compound: exploration project,purpose
compound: funding project,purpose
compound: investment project,purpose
compound: irrigation project,purpose
compound: manufacturing project,purpose
compound: modernization project,purpose
compound: privatization project,purpose
compound: protection project,purpose
compound: science project,purpose
compound: transformation project,purpose
compound: transportation project,purpose
compound: treatment project,purpose
compound: expansion programme,purpose
compound: investment programme,purpose
compound: rationalisation programme,purpose
compound: entertainment show,purpose
compound: speaking engagement,purpose
compound: launching ceremony,purpose
compound: marriage ceremony,purpose
compound: presentation ceremony,purpose
compound: unveiling ceremony,purpose
compound: modernization drive,purpose
compound: recruitment drive,purpose
compound: hotel lobby,loc_part_whole
compound: hotel ballroom,loc_part_whole
compound: hotel bar,loc_part_whole
compound: airport lounge,loc_part_whole
compound: hotel suite,loc_part_whole
compound: father figure,attribute
compound: monster burger,attribute
compound: monster hurricane,attribute
compound: acid insult,attribute
compound: windfall profit,attribute
compound: freak accident,attribute
compound: skeleton staff,attribute
compound: package deal,attribute
compound: disc brake,attribute
compound: landslide victory,attribute
compound: marathon talk,attribute
compound: soundtrack album,topical
compound: memory disk,topical
compound: audio file,topical
compound: data base,topical
compound: memory chip,topical
compound: audio cassette,topical
compound: student database,topical
compound: diversity package,topical
compound: aid package,topical
compound: debt package,topical
compound: corruption probe,other
compound: peace summit,topical
compound: drug summit,topical
compound: salary arbitration,topical
compound: pay bargaining,topical
compound: plea bargaining,topical
compound: peace mediator,topical
compound: food journalist,topical
compound: housing journalist,topical
compound: cult figure,loc_part_whole
compound: frat boy,loc_part_whole
compound: minority applicant,loc_part_whole
compound: minority child,loc_part_whole
compound: minority investor,loc_part_whole
compound: minority journalist,loc_part_whole
compound: minority officer,loc_part_whole
compound: minority party,loc_part_whole
compound: minority resident,loc_part_whole
compound: minority student,loc_part_whole
compound: minority woman,loc_part_whole
compound: opposition figure,loc_part_whole
compound: opposition legislator,loc_part_whole
compound: opposition party,loc_part_whole
compound: opposition representative,loc_part_whole
compound: party colleague,loc_part_whole
compound: party faithful,loc_part_whole
compound: party figure,loc_part_whole
compound: party nominee,loc_part_whole
compound: staff lawyer,loc_part_whole
compound: staff person,loc_part_whole
compound: staff scientist,loc_part_whole
compound: village fool,loc_part_whole
compound: blood relative,other
compound: relief appearance,purpose
compound: water service,purpose
compound: luxury car,purpose
compound: oil capacity,purpose
compound: entertainment service,purpose
compound: service work,purpose
compound: peace project,purpose
compound: discount coupon,purpose
compound: funding source,purpose
compound: comfort food,purpose
compound: relief food,purpose
compound: anthrax germ,purpose
compound: anthrax spore,purpose
compound: pertussis toxin,purpose
compound: hepatitis virus,purpose
compound: influenza virus,purpose
compound: polio virus,purpose
compound: relief package,purpose
compound: relief project,purpose
compound: award ceremony,purpose
compound: petrochemical project,purpose
compound: aid spending,purpose
compound: buffet table,purpose
compound: relief team,purpose
compound: death blow,purpose
compound: touchdown reception,purpose
compound: birdie putt,purpose
compound: eagle putt,purpose
compound: touchdown pass,purpose
compound: banana dispute,topical
compound: policy dispute,topical
compound: custody dispute,topical
compound: property dispute,topical
compound: labour dispute,topical
compound: trade dispute,topical
compound: pay dispute,topical
compound: boundary dispute,topical
compound: fishing dispute,topical
compound: drug fight,topical
compound: vacuum sweeper,causal
compound: camera work,causal
compound: microphone comic,causal
compound: trapeze artist,causal
compound: directory assistance,causal
compound: mortar bomb,causal
compound: disk drive,causal
compound: cash charge,causal
compound: balancing act,causal
compound: juggling act,causal
compound: steam distillation,causal
compound: media blitz,causal
compound: steam iron,causal
compound: microwave oven,causal
compound: bungee jumping,causal
compound: inkjet printer,causal
compound: x-ray scan,causal
compound: germ weapon,causal
compound: water reactor,causal
compound: water park,causal
compound: hunger strike,causal
compound: hunger striker,causal
compound: strip search,causal
compound: transistor radio,causal
compound: computer publishing,causal
compound: computer animation,causal
compound: computer analyst,causal
compound: food fight,causal
compound: radiation treatment,causal
compound: chemotherapy treatment,causal
compound: dialysis treatment,causal
compound: multimedia presentation,causal
compound: polygraph test,causal
compound: stress test,causal
compound: funeral service,causal
compound: multimedia software,causal
compound: brush stroke,causal
compound: faith healer,causal
compound: x-ray lithography,causal
compound: car bombing,causal
compound: truck bombing,causal
compound: vacuum cleaner,causal
compound: computer display,causal
compound: hog farm,purpose
compound: horse farm,purpose
compound: poultry farm,purpose
compound: wheat area,purpose
compound: wine region,purpose
compound: money firm,other
compound: sports company,other
compound: group company,other
compound: data company,other
compound: peace group,other
compound: population group,other
compound: press group,other
compound: safety group,other
compound: system group,other
compound: army gunfire,causal
compound: cicada song,causal
compound: analyst note,causal
compound: government figure,causal
compound: creditor lawsuit,causal
compound: analyst projection,causal
compound: government projection,causal
compound: labour government,causal
compound: student government,causal
compound: police gunfire,causal
compound: party support,causal
compound: government response,causal
compound: police response,causal
compound: government restriction,causal
compound: administration effort,causal
compound: government interference,causal
compound: government activity,causal
compound: group activity,causal
compound: investor activity,causal
compound: opposition activity,causal
compound: party activity,causal
compound: police activity,causal
compound: student activity,causal
compound: brokerage service,causal
compound: city service,causal
compound: government service,causal
compound: media service,causal
compound: physician service,causal
compound: police service,causal
compound: practitioner service,causal
compound: press service,causal
compound: police effort,causal
compound: company reporting,causal
compound: class project,causal
compound: police work,causal
compound: staff work,causal
compound: government survey,causal
compound: administration view,causal
compound: government scrutiny,causal
compound: media scrutiny,causal
compound: press scrutiny,causal
compound: investor withdrawal,causal
compound: farmer selling,causal
compound: insider selling,causal
compound: government probe,causal
compound: government procurement,causal
compound: valet parking,causal
compound: government oversight,causal
compound: party nomination,causal
compound: army regulations,causal
compound: city regulations,causal
compound: government regulations,causal
compound: student demonstration,causal
compound: government repression,causal
compound: star endorsement,causal
compound: media criticism,causal
compound: company announcement,causal
compound: government announcement,causal
compound: defense argument,causal
compound: government ban,causal
compound: creditor claim,causal
compound: government claim,causal
compound: government communique,causal
compound: press communique,causal
compound: customer demand,causal
compound: government demand,causal
compound: investor demand,causal
compound: market-maker demand,causal
compound: opposition demand,causal
compound: student demand,causal
compound: world demand,causal
compound: analyst estimate,causal
compound: government estimate,causal
compound: government guarantee,causal
compound: auditor report,causal
compound: commission report,causal
compound: committee report,causal
compound: company report,causal
compound: government report,causal
compound: media report,causal
compound: navy report,causal
compound: panel report,causal
compound: police report,causal
compound: press report,causal
compound: researcher report,causal
compound: staff report,causal
compound: police questioning,causal
compound: staff recommendation,causal
compound: student protest,causal
compound: government plan,causal
compound: customer order,causal
compound: government order,causal
compound: manufacturer order,causal
compound: police order,causal
compound: government permission,causal
compound: government mandate,causal
compound: virus infection,causal
compound: investor participation,causal
compound: minority participation,causal
compound: opposition rally,causal
compound: youth rally,causal
compound: government agreement,causal
compound: creditor support,causal
compound: fan support,causal
compound: government support,causal
compound: investor support,causal
compound: government assistance,causal
compound: government backing,causal
compound: government charge,causal
compound: opposition charge,causal
compound: government clearance,causal
compound: government help,causal
compound: government protection,causal
compound: police protection,causal
compound: administration initiative,causal
compound: government initiative,causal
compound: company act,causal
compound: government borrowing,causal
compound: group borrowing,causal
compound: investor buying,causal
compound: police chase,causal
compound: world consumption,causal
compound: commission hearing,causal
compound: committee hearing,causal
compound: subcommittee hearing,causal
compound: minority enrollment,causal
compound: student enrollment,causal
compound: insider filing,causal
compound: cattle grazing,causal
compound: firm merger,causal
compound: media speculation,causal
compound: press speculation,causal
compound: government spending,causal
compound: machinist strike,causal
compound: miner strike,causal
compound: student strike,causal
compound: teacher strike,causal
compound: government study,causal
compound: government takeover,causal
compound: insider trade,causal
compound: insider trading,causal
compound: automobile pollution,causal
compound: child labour,causal
compound: customer contribution,causal
compound: lawyer contribution,causal
compound: student contribution,causal
compound: employer contribution,causal
compound: company contribution,causal
compound: city funding,causal
compound: government expenditure,causal
compound: government funding,causal
compound: acid burn,causal
compound: acid corrosion,causal
compound: acid poisoning,causal
compound: antibiotic protection,causal
compound: steam burn,causal
compound: food poisoning,causal
compound: committee vote,causal
compound: opposition vote,causal
compound: media poll,causal
compound: protection clause,topical
compound: investment code,topical
compound: safety code,topical
compound: takeover code,topical
compound: loan covenant,topical
compound: defense guideline,topical
compound: policy guideline,topical
compound: safety guideline,topical
compound: treatment guideline,topical
compound: amnesty law,topical
compound: apartheid law,topical
compound: art law,topical
compound: banking law,topical
compound: child law,topical
compound: city law,topical
compound: company law,topical
compound: consent law,topical
compound: crime law,topical
compound: defense law,topical
compound: deregulation law,topical
compound: discrimination law,topical
compound: draft law,topical
compound: drug law,topical
compound: employment law,topical
compound: ethic law,topical
compound: hate law,topical
compound: investment law,topical
compound: labour law,topical
compound: libel law,topical
compound: marriage law,topical
compound: media law,topical
compound: obscenity law,topical
compound: patent law,topical
compound: pesticide law,topical
compound: press law,topical
compound: privatization law,topical
compound: property law,topical
compound: protection law,topical
compound: reform law,topical
compound: safety law,topical
compound: secrecy law,topical
compound: securities law,topical
compound: security law,topical
compound: segregation law,topical
compound: shield law,topical
compound: sodomy law,topical
compound: takeover law,topical
compound: trade law,topical
compound: trademark law,topical
compound: water law,topical
compound: accounting policy,topical
compound: agriculture policy,topical
compound: aid policy,topical
compound: car policy,topical
compound: containment policy,topical
compound: defense policy,topical
compound: dividend policy,topical
compound: drug policy,topical
compound: employment policy,topical
compound: engagement policy,topical
compound: health policy,topical
compound: import policy,topical
compound: investment policy,topical
compound: labour policy,topical
compound: life policy,topical
compound: minority policy,topical
compound: pay policy,topical
compound: population policy,topical
compound: pricing policy,topical
compound: privatization policy,topical
compound: procurement policy,topical
compound: protection policy,topical
compound: reform policy,topical
compound: refugee policy,topical
compound: security policy,topical
compound: settlement policy,topical
compound: spending policy,topical
compound: system policy,topical
compound: trade policy,topical
compound: transport policy,topical
compound: water policy,topical
compound: profits policy,topical
compound: loan provision,topical
compound: registration provision,topical
compound: reset provision,topical
compound: accounting rule,topical
compound: classification rule,topical
compound: goal rule,topical
compound: investment rule,topical
compound: reporting rule,topical
compound: safety rule,topical
compound: secrecy rule,topical
compound: security rule,topical
compound: takeover rule,topical
compound: trade rule,topical
compound: trading rule,topical
compound: voting rule,topical
compound: work rule,topical
compound: loan terms,topical
compound: payment terms,topical
compound: peace terms,topical
compound: pricing terms,topical
compound: settlement terms,topical
compound: stomach cancer,loc_part_whole
compound: skin cancer,loc_part_whole
compound: lymph cancer,loc_part_whole
compound: kidney cancer,loc_part_whole
compound: prostate cancer,loc_part_whole
compound: skin disorder,loc_part_whole
compound: blood disorder,loc_part_whole
compound: skull fracture,loc_part_whole
compound: blood infection,loc_part_whole
compound: ear infection,loc_part_whole
compound: tract infection,loc_part_whole
compound: ankle injury,loc_part_whole
compound: calf injury,loc_part_whole
compound: foot injury,loc_part_whole
compound: groin injury,loc_part_whole
compound: hamstring injury,loc_part_whole
compound: knee injury,loc_part_whole
compound: neck injury,loc_part_whole
compound: shoulder injury,loc_part_whole
compound: wrist injury,loc_part_whole
compound: ankle sprain,loc_part_whole
compound: knee sprain,loc_part_whole
compound: stomach ulcer,loc_part_whole
compound: water contamination,loc_part_whole
compound: inventory shrinkage,causal
compound: deposit shrinkage,causal
compound: population drain,causal
compound: carp death,causal
compound: crab death,causal
compound: crow death,causal
compound: star death,causal
compound: protester death,causal
compound: people death,causal
compound: migrant death,causal
compound: embryo death,causal
compound: dinosaur death,causal
compound: driver death,causal
compound: visitor death,causal
compound: youth death,causal
compound: debt moratorium,topical
compound: strike vote,topical
compound: confidence vote,topical
compound: arbitration hearing,topical
compound: bail hearing,topical
compound: custody hearing,topical
compound: parole hearing,topical
compound: deportation hearing,topical
compound: reconfirmation hearing,topical
compound: extradition hearing,topical
compound: inflation figure,topical
compound: population figure,topical
compound: circulation figure,topical
compound: employment figure,topical
compound: profit figure,topical
compound: sales figure,topical
compound: spending figure,topical
compound: import figure,topical
compound: crime figure,topical
compound: unemployment figure,topical
compound: capitalization figure,topical
compound: casualty figure,topical
compound: trade figure,topical
compound: payroll figure,topical
compound: injury update,topical
compound: employment number,topical
compound: passenger number,topical
compound: reform stance,topical
compound: history book,topical
compound: health measure,topical
compound: mile strip,other
compound: mile pipeline,other
compound: mile track,other
compound: mile course,other
compound: mile voyage,other
compound: mile system,other
compound: mile north,other
compound: mile southeast,other
compound: mile drive,other
compound: mile area,other
compound: mile trek,other
compound: mile limit,other
compound: mile section,other
compound: mile ride,other
compound: mile route,other
compound: mile line,other
compound: miles north,other
compound: miles southeast,other
compound: miles high,other
compound: inch length,other
compound: inch knife,other
compound: inch deep,other
compound: inch disk,other
compound: inch dish,other
compound: inch strip,other
compound: inch monitor,other
compound: inch hole,other
compound: inch square,other
compound: inch piece,other
compound: kilometers north,other
compound: kilometers mile,other
compound: kilometers southeast,other
compound: foot ceiling,other
compound: foot wave,other
compound: foot jumper,other
compound: foot vessel,other
compound: foot tanker,other
compound: foot hole,other
compound: foot wall,other
compound: foot sea,other
compound: foot length,other
compound: foot mountain,other
compound: foot statue,other
compound: foot sailboat,other
compound: foot fence,other
compound: sex discrimination,causal
compound: age discrimination,causal
compound: death lawsuit,other
compound: injury lawsuit,other
compound: tobacco lawsuit,other
compound: libel lawsuit,other
compound: discrimination lawsuit,other
compound: bike path,owner_emp_use
compound: elevator shaft,owner_emp_use
compound: automobile fuel,owner_emp_use
compound: jet fuel,owner_emp_use
compound: rocket fuel,owner_emp_use
compound: engine oil,owner_emp_use
compound: mortar shell,owner_emp_use
compound: wine author,topical
compound: airworthiness directive,topical
compound: policy directive,topical
compound: anticipation note,topical
compound: protest note,topical
compound: ransom note,topical
compound: draft order,topical
compound: prayer sermon,topical
compound: city history,complement
compound: investment history,complement
compound: banking history,complement
compound: playoff history,complement
compound: movie history,complement
compound: team history,complement
compound: baseball history,complement
compound: football history,complement
compound: world history,complement
compound: revisionist history,complement
compound: art history,complement
compound: car historian,complement
compound: food historian,complement
compound: deer accident,other
compound: trade friction,other
compound: automobile accident,other
compound: car accident,other
compound: tabulation error,other
compound: computer error,other
compound: property crime,other
compound: computer crime,other
compound: sex crime,other
compound: drug crime,other
compound: drug offender,other
compound: sex offender,other
compound: cigarette smoke,causal
compound: knife wound,causal
compound: shrapnel wound,causal
compound: star autograph,causal
compound: government salary,causal
compound: government loan,causal
compound: minority people,other
compound: carbon copy,other
compound: oil painting,other
compound: accounting charge,other
compound: life strategy,other
compound: infant fatality,other
compound: journalist fatality,other
compound: fan fatality,other
compound: policy priority,other
compound: funding responsibility,other
compound: security responsibility,other
compound: fruit bat,other
compound: tomato bug,other
compound: squash bug,other
compound: whale tongue,loc_part_whole
compound: mouse skull,loc_part_whole
compound: warbler neck,loc_part_whole
compound: coyote pelt,loc_part_whole
compound: duck foot,loc_part_whole
compound: dinosaur wing,loc_part_whole
compound: bunny ear,loc_part_whole
compound: whale bone,loc_part_whole
compound: visitor gallery,topical
compound: sports shirt,topical
compound: swimsuit issue,topical
compound: art gallery,topical
compound: movie trailer,topical
compound: sex site,topical
compound: history museum,topical
compound: art museum,topical
compound: world map,topical
compound: oversight committee,purpose
compound: service project,purpose
compound: service activity,purpose
compound: reduction bill,purpose
compound: appropriation measure,purpose
compound: deregulation measure,purpose
compound: liberalisation measure,purpose
compound: liberation army,purpose
compound: entertainment gimmickry,purpose
compound: reforestation offset,purpose
compound: assistance package,purpose
compound: deregulation package,purpose
compound: vacation package,purpose
compound: vacation retreat,purpose
compound: arbitrage strategy,purpose
compound: defense strategy,purpose
compound: diversification strategy,purpose
compound: expansion strategy,purpose
compound: hedging strategy,purpose
compound: investment strategy,purpose
compound: pricing strategy,purpose
compound: security strategy,purpose
compound: survival strategy,purpose
compound: trading strategy,purpose
compound: bribery conspiracy,purpose
compound: drug indictment,causal
compound: redundancy payment,causal
compound: deficiency payment,causal
compound: earthquake repair,causal
compound: utility bill,causal
compound: rocket science,topical
compound: material science,topical
compound: food science,topical
compound: computer science,topical
compound: health science,topical
compound: defense intellectual,topical
compound: food guru,topical
compound: medicine guru,topical
compound: shampoo guru,topical
compound: wine guru,topical
compound: turbine technician,topical
compound: electronics technician,topical
compound: computer technician,topical
compound: beauty pageant,topical
compound: rocket scientist,topical
compound: computer scientist,topical
compound: weather scientist,topical
compound: influenza scientist,topical
compound: oil economist,topical
compound: health scholar,topical
compound: computer whiz,topical
compound: aniline hydrochloride,containment
compound: shampoo flask,containment
compound: wine skin,containment
compound: food package,containment
compound: coal region,containment
compound: toner cartridge,containment
compound: water balloon,containment
compound: gas canister,containment
compound: engine compartment,containment
compound: gas cylinder,containment
