n1	n2	label	setting	compound_text
crime	fighter	objective	full	modifier: crime ; head: fighter
crime	fighter	objective	mask_modifier	modifier: [MASK] ; head: fighter
crime	fighter	objective	mask_head	modifier: crime ; head: [MASK]
crime	fighting	objective	full	modifier: crime ; head: fighting
crime	fighting	objective	mask_modifier	modifier: [MASK] ; head: fighting
crime	fighting	objective	mask_head	modifier: crime ; head: [MASK]
pay	freeze	objective	full	modifier: pay ; head: freeze
pay	freeze	objective	mask_modifier	modifier: [MASK] ; head: freeze
pay	freeze	objective	mask_head	modifier: pay ; head: [MASK]
contribution	limit	objective	full	modifier: contribution ; head: limit
contribution	limit	objective	mask_modifier	modifier: [MASK] ; head: limit
contribution	limit	objective	mask_head	modifier: contribution ; head: [MASK]
import	restriction	objective	full	modifier: import ; head: restriction
import	restriction	objective	mask_modifier	modifier: [MASK] ; head: restriction
import	restriction	objective	mask_head	modifier: import ; head: [MASK]
visa	restriction	objective	full	modifier: visa ; head: restriction
visa	restriction	objective	mask_modifier	modifier: [MASK] ; head: restriction
visa	restriction	objective	mask_head	modifier: visa ; head: [MASK]
investment	restriction	objective	full	modifier: investment ; head: restriction
investment	restriction	objective	mask_modifier	modifier: [MASK] ; head: restriction
investment	restriction	objective	mask_head	modifier: investment ; head: [MASK]
water	restriction	objective	full	modifier: water ; head: restriction
water	restriction	objective	mask_modifier	modifier: [MASK] ; head: restriction
water	restriction	objective	mask_head	modifier: water ; head: [MASK]
age	restriction	objective	full	modifier: age ; head: restriction
age	restriction	objective	mask_modifier	modifier: [MASK] ; head: restriction
age	restriction	objective	mask_head	modifier: age ; head: [MASK]
height	restriction	objective	full	modifier: height ; head: restriction
height	restriction	objective	mask_modifier	modifier: [MASK] ; head: restriction
height	restriction	objective	mask_head	modifier: height ; head: [MASK]
pesticide	spraying	objective	full	modifier: pesticide ; head: spraying
pesticide	spraying	objective	mask_modifier	modifier: [MASK] ; head: spraying
pesticide	spraying	objective	mask_head	modifier: pesticide ; head: [MASK]
rock	throwing	objective	full	modifier: rock ; head: throwing
rock	throwing	objective	mask_modifier	modifier: [MASK] ; head: throwing
rock	throwing	objective	mask_head	modifier: rock ; head: [MASK]
rocket	launch	objective	full	modifier: rocket ; head: launch
rocket	launch	objective	mask_modifier	modifier: [MASK] ; head: launch
rocket	launch	objective	mask_head	modifier: rocket ; head: [MASK]
baseball	pitcher	objective	full	modifier: baseball ; head: pitcher
baseball	pitcher	objective	mask_modifier	modifier: [MASK] ; head: pitcher
baseball	pitcher	objective	mask_head	modifier: baseball ; head: [MASK]
leaf	blower	objective	full	modifier: leaf ; head: blower
leaf	blower	objective	mask_modifier	modifier: [MASK] ; head: blower
leaf	blower	objective	mask_head	modifier: leaf ; head: [MASK]
snow	shower	objective	full	modifier: snow ; head: shower
snow	shower	objective	mask_modifier	modifier: [MASK] ; head: shower
snow	shower	objective	mask_head	modifier: snow ; head: [MASK]
rocket	booster	objective	full	modifier: rocket ; head: booster
rocket	booster	objective	mask_modifier	modifier: [MASK] ; head: booster
rocket	booster	objective	mask_head	modifier: rocket ; head: [MASK]
weapon	dismantlement	objective	full	modifier: weapon ; head: dismantlement
weapon	dismantlement	objective	mask_modifier	modifier: [MASK] ; head: dismantlement
weapon	dismantlement	objective	mask_head	modifier: weapon ; head: [MASK]
water	desalinization	objective	full	modifier: water ; head: desalinization
water	desalinization	objective	mask_modifier	modifier: [MASK] ; head: desalinization
water	desalinization	objective	mask_head	modifier: water ; head: [MASK]
infant	circumcision	objective	full	modifier: infant ; head: circumcision
infant	circumcision	objective	mask_modifier	modifier: [MASK] ; head: circumcision
infant	circumcision	objective	mask_head	modifier: infant ; head: [MASK]
ice	sculptor	objective	full	modifier: ice ; head: sculptor
ice	sculptor	objective	mask_modifier	modifier: [MASK] ; head: sculptor
ice	sculptor	objective	mask_head	modifier: ice ; head: [MASK]
debt	refinancing	objective	full	modifier: debt ; head: refinancing
debt	refinancing	objective	mask_modifier	modifier: [MASK] ; head: refinancing
debt	refinancing	objective	mask_head	modifier: debt ; head: [MASK]
policy	reversal	objective	full	modifier: policy ; head: reversal
policy	reversal	objective	mask_modifier	modifier: [MASK] ; head: reversal
policy	reversal	objective	mask_head	modifier: policy ; head: [MASK]
garage	opener	objective	full	modifier: garage ; head: opener
garage	opener	objective	mask_modifier	modifier: [MASK] ; head: opener
garage	opener	objective	mask_head	modifier: garage ; head: [MASK]
oil	refining	objective	full	modifier: oil ; head: refining
oil	refining	objective	mask_modifier	modifier: [MASK] ; head: refining
oil	refining	objective	mask_head	modifier: oil ; head: [MASK]
law	reform	objective	full	modifier: law ; head: reform
law	reform	objective	mask_modifier	modifier: [MASK] ; head: reform
law	reform	objective	mask_head	modifier: law ; head: [MASK]
healthcare	reform	objective	full	modifier: healthcare ; head: reform
healthcare	reform	objective	mask_modifier	modifier: [MASK] ; head: reform
healthcare	reform	objective	mask_head	modifier: healthcare ; head: [MASK]
government	reform	objective	full	modifier: government ; head: reform
government	reform	objective	mask_modifier	modifier: [MASK] ; head: reform
government	reform	objective	mask_head	modifier: government ; head: [MASK]
system	reform	objective	full	modifier: system ; head: reform
system	reform	objective	mask_modifier	modifier: [MASK] ; head: reform
system	reform	objective	mask_head	modifier: system ; head: [MASK]
enterprise	reform	objective	full	modifier: enterprise ; head: reform
enterprise	reform	objective	mask_modifier	modifier: [MASK] ; head: reform
enterprise	reform	objective	mask_head	modifier: enterprise ; head: [MASK]
policy	reform	objective	full	modifier: policy ; head: reform
policy	reform	objective	mask_modifier	modifier: [MASK] ; head: reform
policy	reform	objective	mask_head	modifier: policy ; head: [MASK]
banking	reform	objective	full	modifier: banking ; head: reform
banking	reform	objective	mask_modifier	modifier: [MASK] ; head: reform
banking	reform	objective	mask_head	modifier: banking ; head: [MASK]
real estate	reform	objective	full	modifier: real estate ; head: reform
real estate	reform	objective	mask_modifier	modifier: [MASK] ; head: reform
real estate	reform	objective	mask_head	modifier: real estate ; head: [MASK]
trade	reform	objective	full	modifier: trade ; head: reform
trade	reform	objective	mask_modifier	modifier: [MASK] ; head: reform
trade	reform	objective	mask_head	modifier: trade ; head: [MASK]
claims	adjuster	objective	full	modifier: claims ; head: adjuster
claims	adjuster	objective	mask_modifier	modifier: [MASK] ; head: adjuster
claims	adjuster	objective	mask_head	modifier: claims ; head: [MASK]
drug	possession	objective	full	modifier: drug ; head: possession
drug	possession	objective	mask_modifier	modifier: [MASK] ; head: possession
drug	possession	objective	mask_head	modifier: drug ; head: [MASK]
weapon	possession	objective	full	modifier: weapon ; head: possession
weapon	possession	objective	mask_modifier	modifier: [MASK] ; head: possession
weapon	possession	objective	mask_head	modifier: weapon ; head: [MASK]
semifinal	winner	objective	full	modifier: semifinal ; head: winner
semifinal	winner	objective	mask_modifier	modifier: [MASK] ; head: winner
semifinal	winner	objective	mask_head	modifier: semifinal ; head: [MASK]
semifinal	loser	objective	full	modifier: semifinal ; head: loser
semifinal	loser	objective	mask_modifier	modifier: [MASK] ; head: loser
semifinal	loser	objective	mask_head	modifier: semifinal ; head: [MASK]
book	conservationist	objective	full	modifier: book ; head: conservationist
book	conservationist	objective	mask_modifier	modifier: [MASK] ; head: conservationist
book	conservationist	objective	mask_head	modifier: book ; head: [MASK]
property	protection	objective	full	modifier: property ; head: protection
property	protection	objective	mask_modifier	modifier: [MASK] ; head: protection
property	protection	objective	mask_head	modifier: property ; head: [MASK]
health	protection	objective	full	modifier: health ; head: protection
health	protection	objective	mask_modifier	modifier: [MASK] ; head: protection
health	protection	objective	mask_head	modifier: health ; head: [MASK]
investor	protection	objective	full	modifier: investor ; head: protection
investor	protection	objective	mask_modifier	modifier: [MASK] ; head: protection
investor	protection	objective	mask_head	modifier: investor ; head: [MASK]
investment	protection	objective	full	modifier: investment ; head: protection
investment	protection	objective	mask_modifier	modifier: [MASK] ; head: protection
investment	protection	objective	mask_head	modifier: investment ; head: [MASK]
food	protection	objective	full	modifier: food ; head: protection
food	protection	objective	mask_modifier	modifier: [MASK] ; head: protection
food	protection	objective	mask_head	modifier: food ; head: [MASK]
resident	protection	objective	full	modifier: resident ; head: protection
resident	protection	objective	mask_modifier	modifier: [MASK] ; head: protection
resident	protection	objective	mask_head	modifier: resident ; head: [MASK]
community	protection	objective	full	modifier: community ; head: protection
community	protection	objective	mask_modifier	modifier: [MASK] ; head: protection
community	protection	objective	mask_head	modifier: community ; head: [MASK]
fan	protection	objective	full	modifier: fan ; head: protection
fan	protection	objective	mask_modifier	modifier: [MASK] ; head: protection
fan	protection	objective	mask_head	modifier: fan ; head: [MASK]
gunner	protection	objective	full	modifier: gunner ; head: protection
gunner	protection	objective	mask_modifier	modifier: [MASK] ; head: protection
gunner	protection	objective	mask_head	modifier: gunner ; head: [MASK]
journalist	protection	objective	full	modifier: journalist ; head: protection
journalist	protection	objective	mask_modifier	modifier: [MASK] ; head: protection
journalist	protection	objective	mask_head	modifier: journalist ; head: [MASK]
portfolio	insurer	objective	full	modifier: portfolio ; head: insurer
portfolio	insurer	objective	mask_modifier	modifier: [MASK] ; head: insurer
portfolio	insurer	objective	mask_head	modifier: portfolio ; head: [MASK]
life	insurer	objective	full	modifier: life ; head: insurer
life	insurer	objective	mask_modifier	modifier: [MASK] ; head: insurer
life	insurer	objective	mask_head	modifier: life ; head: [MASK]
health	insurer	objective	full	modifier: health ; head: insurer
health	insurer	objective	mask_modifier	modifier: [MASK] ; head: insurer
health	insurer	objective	mask_head	modifier: health ; head: [MASK]
life	support	objective	full	modifier: life ; head: support
life	support	objective	mask_modifier	modifier: [MASK] ; head: support
life	support	objective	mask_head	modifier: life ; head: [MASK]
line	extension	objective	full	modifier: line ; head: extension
line	extension	objective	mask_modifier	modifier: [MASK] ; head: extension
line	extension	objective	mask_head	modifier: line ; head: [MASK]
pocket	protector	objective	full	modifier: pocket ; head: protector
pocket	protector	objective	mask_modifier	modifier: [MASK] ; head: protector
pocket	protector	objective	mask_head	modifier: pocket ; head: [MASK]
water	consumption	objective	full	modifier: water ; head: consumption
water	consumption	objective	mask_modifier	modifier: [MASK] ; head: consumption
water	consumption	objective	mask_head	modifier: water ; head: [MASK]
food	consumption	objective	full	modifier: food ; head: consumption
food	consumption	objective	mask_modifier	modifier: [MASK] ; head: consumption
food	consumption	objective	mask_head	modifier: food ; head: [MASK]
meat	consumption	objective	full	modifier: meat ; head: consumption
meat	consumption	objective	mask_modifier	modifier: [MASK] ; head: consumption
meat	consumption	objective	mask_head	modifier: meat ; head: [MASK]
oil	consumption	objective	full	modifier: oil ; head: consumption
oil	consumption	objective	mask_modifier	modifier: [MASK] ; head: consumption
oil	consumption	objective	mask_head	modifier: oil ; head: [MASK]
fuel	consumption	objective	full	modifier: fuel ; head: consumption
fuel	consumption	objective	mask_modifier	modifier: [MASK] ; head: consumption
fuel	consumption	objective	mask_head	modifier: fuel ; head: [MASK]
wine	consumption	objective	full	modifier: wine ; head: consumption
wine	consumption	objective	mask_modifier	modifier: [MASK] ; head: consumption
wine	consumption	objective	mask_head	modifier: wine ; head: [MASK]
drug	consumption	objective	full	modifier: drug ; head: consumption
drug	consumption	objective	mask_modifier	modifier: [MASK] ; head: consumption
drug	consumption	objective	mask_head	modifier: drug ; head: [MASK]
copper	consumption	objective	full	modifier: copper ; head: consumption
copper	consumption	objective	mask_modifier	modifier: [MASK] ; head: consumption
copper	consumption	objective	mask_head	modifier: copper ; head: [MASK]
cigarette	consumption	objective	full	modifier: cigarette ; head: consumption
cigarette	consumption	objective	mask_modifier	modifier: [MASK] ; head: consumption
cigarette	consumption	objective	mask_head	modifier: cigarette ; head: [MASK]
gas	consumption	objective	full	modifier: gas ; head: consumption
gas	consumption	objective	mask_modifier	modifier: [MASK] ; head: consumption
gas	consumption	objective	mask_head	modifier: gas ; head: [MASK]
smoke	inhalation	objective	full	modifier: smoke ; head: inhalation
smoke	inhalation	objective	mask_modifier	modifier: [MASK] ; head: inhalation
smoke	inhalation	objective	mask_head	modifier: smoke ; head: [MASK]
water	intake	objective	full	modifier: water ; head: intake
water	intake	objective	mask_modifier	modifier: [MASK] ; head: intake
water	intake	objective	mask_head	modifier: water ; head: [MASK]
heroin	user	objective	full	modifier: heroin ; head: user
heroin	user	objective	mask_modifier	modifier: [MASK] ; head: user
heroin	user	objective	mask_head	modifier: heroin ; head: [MASK]
water	user	objective	full	modifier: water ; head: user
water	user	objective	mask_modifier	modifier: [MASK] ; head: user
water	user	objective	mask_head	modifier: water ; head: [MASK]
draft	evaders	objective	full	modifier: draft ; head: evaders
draft	evaders	objective	mask_modifier	modifier: [MASK] ; head: evaders
draft	evaders	objective	mask_head	modifier: draft ; head: [MASK]
life	endangerment	objective	full	modifier: life ; head: endangerment
life	endangerment	objective	mask_modifier	modifier: [MASK] ; head: endangerment
life	endangerment	objective	mask_head	modifier: life ; head: [MASK]
child	molestation	objective	full	modifier: child ; head: molestation
child	molestation	objective	mask_modifier	modifier: [MASK] ; head: molestation
child	molestation	objective	mask_head	modifier: child ; head: [MASK]
inventory	forgery	objective	full	modifier: inventory ; head: forgery
inventory	forgery	objective	mask_modifier	modifier: [MASK] ; head: forgery
inventory	forgery	objective	mask_head	modifier: inventory ; head: [MASK]
computer	hacker	objective	full	modifier: computer ; head: hacker
computer	hacker	objective	mask_modifier	modifier: [MASK] ; head: hacker
computer	hacker	objective	mask_head	modifier: computer ; head: [MASK]
museum	visitor	objective	full	modifier: museum ; head: visitor
museum	visitor	objective	mask_modifier	modifier: [MASK] ; head: visitor
museum	visitor	objective	mask_head	modifier: museum ; head: [MASK]
city	visitor	objective	full	modifier: city ; head: visitor
city	visitor	objective	mask_modifier	modifier: [MASK] ; head: visitor
city	visitor	objective	mask_head	modifier: city ; head: [MASK]
class	attendance	objective	full	modifier: class ; head: attendance
class	attendance	objective	mask_modifier	modifier: [MASK] ; head: attendance
class	attendance	objective	mask_head	modifier: class ; head: [MASK]
soybean	trader	objective	full	modifier: soybean ; head: trader
soybean	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
soybean	trader	objective	mask_head	modifier: soybean ; head: [MASK]
money	trader	objective	full	modifier: money ; head: trader
money	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
money	trader	objective	mask_head	modifier: money ; head: [MASK]
takeover	trader	objective	full	modifier: takeover ; head: trader
takeover	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
takeover	trader	objective	mask_head	modifier: takeover ; head: [MASK]
security	trader	objective	full	modifier: security ; head: trader
security	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
security	trader	objective	mask_head	modifier: security ; head: [MASK]
index	trader	objective	full	modifier: index ; head: trader
index	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
index	trader	objective	mask_head	modifier: index ; head: [MASK]
floor	trader	objective	full	modifier: floor ; head: trader
floor	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
floor	trader	objective	mask_head	modifier: floor ; head: [MASK]
commodity	trader	objective	full	modifier: commodity ; head: trader
commodity	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
commodity	trader	objective	mask_head	modifier: commodity ; head: [MASK]
oil	trader	objective	full	modifier: oil ; head: trader
oil	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
oil	trader	objective	mask_head	modifier: oil ; head: [MASK]
copper	trader	objective	full	modifier: copper ; head: trader
copper	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
copper	trader	objective	mask_head	modifier: copper ; head: [MASK]
future	trader	objective	full	modifier: future ; head: trader
future	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
future	trader	objective	mask_head	modifier: future ; head: [MASK]
options	trader	objective	full	modifier: options ; head: trader
options	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
options	trader	objective	mask_head	modifier: options ; head: [MASK]
futures	trader	objective	full	modifier: futures ; head: trader
futures	trader	objective	mask_modifier	modifier: [MASK] ; head: trader
futures	trader	objective	mask_head	modifier: futures ; head: [MASK]
futures	trading	objective	full	modifier: futures ; head: trading
futures	trading	objective	mask_modifier	modifier: [MASK] ; head: trading
futures	trading	objective	mask_head	modifier: futures ; head: [MASK]
commodity	trading	objective	full	modifier: commodity ; head: trading
commodity	trading	objective	mask_modifier	modifier: [MASK] ; head: trading
commodity	trading	objective	mask_head	modifier: commodity ; head: [MASK]
securities	trading	objective	full	modifier: securities ; head: trading
securities	trading	objective	mask_modifier	modifier: [MASK] ; head: trading
securities	trading	objective	mask_head	modifier: securities ; head: [MASK]
dollar	trading	objective	full	modifier: dollar ; head: trading
dollar	trading	objective	mask_modifier	modifier: [MASK] ; head: trading
dollar	trading	objective	mask_head	modifier: dollar ; head: [MASK]
portfolio	trading	objective	full	modifier: portfolio ; head: trading
portfolio	trading	objective	mask_modifier	modifier: [MASK] ; head: trading
portfolio	trading	objective	mask_head	modifier: portfolio ; head: [MASK]
services	trade	objective	full	modifier: services ; head: trade
services	trade	objective	mask_modifier	modifier: [MASK] ; head: trade
services	trade	objective	mask_head	modifier: services ; head: [MASK]
world	trade	objective	full	modifier: world ; head: trade
world	trade	objective	mask_modifier	modifier: [MASK] ; head: trade
world	trade	objective	mask_head	modifier: world ; head: [MASK]
future	trade	objective	full	modifier: future ; head: trade
future	trade	objective	mask_modifier	modifier: [MASK] ; head: trade
future	trade	objective	mask_head	modifier: future ; head: [MASK]
security	trade	objective	full	modifier: security ; head: trade
security	trade	objective	mask_modifier	modifier: [MASK] ; head: trade
security	trade	objective	mask_head	modifier: security ; head: [MASK]
banana	smuggling	objective	full	modifier: banana ; head: smuggling
banana	smuggling	objective	mask_modifier	modifier: [MASK] ; head: smuggling
banana	smuggling	objective	mask_head	modifier: banana ; head: [MASK]
caviar	smuggling	objective	full	modifier: caviar ; head: smuggling
caviar	smuggling	objective	mask_modifier	modifier: [MASK] ; head: smuggling
caviar	smuggling	objective	mask_head	modifier: caviar ; head: [MASK]
medicine	smuggling	objective	full	modifier: medicine ; head: smuggling
medicine	smuggling	objective	mask_modifier	modifier: [MASK] ; head: smuggling
medicine	smuggling	objective	mask_head	modifier: medicine ; head: [MASK]
spirits	smuggling	objective	full	modifier: spirits ; head: smuggling
spirits	smuggling	objective	mask_modifier	modifier: [MASK] ; head: smuggling
spirits	smuggling	objective	mask_head	modifier: spirits ; head: [MASK]
weapon	proliferation	objective	full	modifier: weapon ; head: proliferation
weapon	proliferation	objective	mask_modifier	modifier: [MASK] ; head: proliferation
weapon	proliferation	objective	mask_head	modifier: weapon ; head: [MASK]
drug	smuggling	objective	full	modifier: drug ; head: smuggling
drug	smuggling	objective	mask_modifier	modifier: [MASK] ; head: smuggling
drug	smuggling	objective	mask_head	modifier: drug ; head: [MASK]
gas	transportation	objective	full	modifier: gas ; head: transportation
gas	transportation	objective	mask_modifier	modifier: [MASK] ; head: transportation
gas	transportation	objective	mask_head	modifier: gas ; head: [MASK]
passenger	transportation	objective	full	modifier: passenger ; head: transportation
passenger	transportation	objective	mask_modifier	modifier: [MASK] ; head: transportation
passenger	transportation	objective	mask_head	modifier: passenger ; head: [MASK]
baggage	handling	objective	full	modifier: baggage ; head: handling
baggage	handling	objective	mask_modifier	modifier: [MASK] ; head: handling
baggage	handling	objective	mask_head	modifier: baggage ; head: [MASK]
hotel	expansion	objective	full	modifier: hotel ; head: expansion
hotel	expansion	objective	mask_modifier	modifier: [MASK] ; head: expansion
hotel	expansion	objective	mask_head	modifier: hotel ; head: [MASK]
airport	expansion	objective	full	modifier: airport ; head: expansion
airport	expansion	objective	mask_modifier	modifier: [MASK] ; head: expansion
airport	expansion	objective	mask_head	modifier: airport ; head: [MASK]
fund	expansion	objective	full	modifier: fund ; head: expansion
fund	expansion	objective	mask_modifier	modifier: [MASK] ; head: expansion
fund	expansion	objective	mask_head	modifier: fund ; head: [MASK]
settlement	expansion	objective	full	modifier: settlement ; head: expansion
settlement	expansion	objective	mask_modifier	modifier: [MASK] ; head: expansion
settlement	expansion	objective	mask_head	modifier: settlement ; head: [MASK]
inventory	buildup	objective	full	modifier: inventory ; head: buildup
inventory	buildup	objective	mask_modifier	modifier: [MASK] ; head: buildup
inventory	buildup	objective	mask_head	modifier: inventory ; head: [MASK]
troop	buildup	objective	full	modifier: troop ; head: buildup
troop	buildup	objective	mask_modifier	modifier: [MASK] ; head: buildup
troop	buildup	objective	mask_head	modifier: troop ; head: [MASK]
salary	increase	objective	full	modifier: salary ; head: increase
salary	increase	objective	mask_modifier	modifier: [MASK] ; head: increase
salary	increase	objective	mask_head	modifier: salary ; head: [MASK]
service	increase	objective	full	modifier: service ; head: increase
service	increase	objective	mask_modifier	modifier: [MASK] ; head: increase
service	increase	objective	mask_head	modifier: service ; head: [MASK]
spending	increase	objective	full	modifier: spending ; head: increase
spending	increase	objective	mask_modifier	modifier: [MASK] ; head: increase
spending	increase	objective	mask_head	modifier: spending ; head: [MASK]
fee	increase	objective	full	modifier: fee ; head: increase
fee	increase	objective	mask_modifier	modifier: [MASK] ; head: increase
fee	increase	objective	mask_head	modifier: fee ; head: [MASK]
pay	increase	objective	full	modifier: pay ; head: increase
pay	increase	objective	mask_modifier	modifier: [MASK] ; head: increase
pay	increase	objective	mask_head	modifier: pay ; head: [MASK]
tuition	increase	objective	full	modifier: tuition ; head: increase
tuition	increase	objective	mask_modifier	modifier: [MASK] ; head: increase
tuition	increase	objective	mask_head	modifier: tuition ; head: [MASK]
dividend	increase	objective	full	modifier: dividend ; head: increase
dividend	increase	objective	mask_modifier	modifier: [MASK] ; head: increase
dividend	increase	objective	mask_head	modifier: dividend ; head: [MASK]
tuition	inflation	objective	full	modifier: tuition ; head: inflation
tuition	inflation	objective	mask_modifier	modifier: [MASK] ; head: inflation
tuition	inflation	objective	mask_head	modifier: tuition ; head: [MASK]
morale	boost	objective	full	modifier: morale ; head: boost
morale	boost	objective	mask_modifier	modifier: [MASK] ; head: boost
morale	boost	objective	mask_head	modifier: morale ; head: [MASK]
pay	boost	objective	full	modifier: pay ; head: boost
pay	boost	objective	mask_modifier	modifier: [MASK] ; head: boost
pay	boost	objective	mask_head	modifier: pay ; head: [MASK]
money	launderer	objective	full	modifier: money ; head: launderer
money	launderer	objective	mask_modifier	modifier: [MASK] ; head: launderer
money	launderer	objective	mask_head	modifier: money ; head: [MASK]
money	laundering	objective	full	modifier: money ; head: laundering
money	laundering	objective	mask_modifier	modifier: [MASK] ; head: laundering
money	laundering	objective	mask_head	modifier: money ; head: [MASK]
word	processing	objective	full	modifier: word ; head: processing
word	processing	objective	mask_modifier	modifier: [MASK] ; head: processing
word	processing	objective	mask_head	modifier: word ; head: [MASK]
petrochemical	processing	objective	full	modifier: petrochemical ; head: processing
petrochemical	processing	objective	mask_modifier	modifier: [MASK] ; head: processing
petrochemical	processing	objective	mask_head	modifier: petrochemical ; head: [MASK]
batch	processing	objective	full	modifier: batch ; head: processing
batch	processing	objective	mask_modifier	modifier: [MASK] ; head: processing
batch	processing	objective	mask_head	modifier: batch ; head: [MASK]
food	processing	objective	full	modifier: food ; head: processing
food	processing	objective	mask_modifier	modifier: [MASK] ; head: processing
food	processing	objective	mask_head	modifier: food ; head: [MASK]
paint	thinner	objective	full	modifier: paint ; head: thinner
paint	thinner	objective	mask_modifier	modifier: [MASK] ; head: thinner
paint	thinner	objective	mask_head	modifier: paint ; head: [MASK]
engine	repair	objective	full	modifier: engine ; head: repair
engine	repair	objective	mask_modifier	modifier: [MASK] ; head: repair
engine	repair	objective	mask_head	modifier: engine ; head: [MASK]
highway	repair	objective	full	modifier: highway ; head: repair
highway	repair	objective	mask_modifier	modifier: [MASK] ; head: repair
highway	repair	objective	mask_head	modifier: highway ; head: [MASK]
home	repair	objective	full	modifier: home ; head: repair
home	repair	objective	mask_modifier	modifier: [MASK] ; head: repair
home	repair	objective	mask_head	modifier: home ; head: [MASK]
equipment	repairman	objective	full	modifier: equipment ; head: repairman
equipment	repairman	objective	mask_modifier	modifier: [MASK] ; head: repairman
equipment	repairman	objective	mask_head	modifier: equipment ; head: [MASK]
home	maintenance	objective	full	modifier: home ; head: maintenance
home	maintenance	objective	mask_modifier	modifier: [MASK] ; head: maintenance
home	maintenance	objective	mask_head	modifier: home ; head: [MASK]
dollar	rally	objective	full	modifier: dollar ; head: rally
dollar	rally	objective	mask_modifier	modifier: [MASK] ; head: rally
dollar	rally	objective	mask_head	modifier: dollar ; head: [MASK]
population	explosion	objective	full	modifier: population ; head: explosion
population	explosion	objective	mask_modifier	modifier: [MASK] ; head: explosion
population	explosion	objective	mask_head	modifier: population ; head: [MASK]
population	increase	objective	full	modifier: population ; head: increase
population	increase	objective	mask_modifier	modifier: [MASK] ; head: increase
population	increase	objective	mask_head	modifier: population ; head: [MASK]
profit	increase	objective	full	modifier: profit ; head: increase
profit	increase	objective	mask_modifier	modifier: [MASK] ; head: increase
profit	increase	objective	mask_head	modifier: profit ; head: [MASK]
sales	increase	objective	full	modifier: sales ; head: increase
sales	increase	objective	mask_modifier	modifier: [MASK] ; head: increase
sales	increase	objective	mask_head	modifier: sales ; head: [MASK]
money	loser	objective	full	modifier: money ; head: loser
money	loser	objective	mask_modifier	modifier: [MASK] ; head: loser
money	loser	objective	mask_head	modifier: money ; head: [MASK]
terrorism	eradication	objective	full	modifier: terrorism ; head: eradication
terrorism	eradication	objective	mask_modifier	modifier: [MASK] ; head: eradication
terrorism	eradication	objective	mask_head	modifier: terrorism ; head: [MASK]
class	cancellation	objective	full	modifier: class ; head: cancellation
class	cancellation	objective	mask_modifier	modifier: [MASK] ; head: cancellation
class	cancellation	objective	mask_head	modifier: class ; head: [MASK]
cop	poisoning	objective	full	modifier: cop ; head: poisoning
cop	poisoning	objective	mask_modifier	modifier: [MASK] ; head: poisoning
cop	poisoning	objective	mask_head	modifier: cop ; head: [MASK]
wound	infection	objective	full	modifier: wound ; head: infection
wound	infection	objective	mask_modifier	modifier: [MASK] ; head: infection
wound	infection	objective	mask_head	modifier: wound ; head: [MASK]
child	poisoning	objective	full	modifier: child ; head: poisoning
child	poisoning	objective	mask_modifier	modifier: [MASK] ; head: poisoning
child	poisoning	objective	mask_head	modifier: child ; head: [MASK]
shop	burning	objective	full	modifier: shop ; head: burning
shop	burning	objective	mask_modifier	modifier: [MASK] ; head: burning
shop	burning	objective	mask_head	modifier: shop ; head: [MASK]
shrine	burning	objective	full	modifier: shrine ; head: burning
shrine	burning	objective	mask_modifier	modifier: [MASK] ; head: burning
shrine	burning	objective	mask_head	modifier: shrine ; head: [MASK]
synagogue	burning	objective	full	modifier: synagogue ; head: burning
synagogue	burning	objective	mask_modifier	modifier: [MASK] ; head: burning
synagogue	burning	objective	mask_head	modifier: synagogue ; head: [MASK]
system	poisoning	objective	full	modifier: system ; head: poisoning
system	poisoning	objective	mask_modifier	modifier: [MASK] ; head: poisoning
system	poisoning	objective	mask_head	modifier: system ; head: [MASK]
city	inhabitant	objective	full	modifier: city ; head: inhabitant
city	inhabitant	objective	mask_modifier	modifier: [MASK] ; head: inhabitant
city	inhabitant	objective	mask_head	modifier: city ; head: [MASK]
computer	controller	objective	full	modifier: computer ; head: controller
computer	controller	objective	mask_modifier	modifier: [MASK] ; head: controller
computer	controller	objective	mask_head	modifier: computer ; head: [MASK]
museum	curator	objective	full	modifier: museum ; head: curator
museum	curator	objective	mask_modifier	modifier: [MASK] ; head: curator
museum	curator	objective	mask_head	modifier: museum ; head: [MASK]
world	domination	objective	full	modifier: world ; head: domination
world	domination	objective	mask_modifier	modifier: [MASK] ; head: domination
world	domination	objective	mask_head	modifier: world ; head: [MASK]
banking	regulator	objective	full	modifier: banking ; head: regulator
banking	regulator	objective	mask_modifier	modifier: [MASK] ; head: regulator
banking	regulator	objective	mask_head	modifier: banking ; head: [MASK]
gas	regulator	objective	full	modifier: gas ; head: regulator
gas	regulator	objective	mask_modifier	modifier: [MASK] ; head: regulator
